TARGET URL: https://www.yellowpageskenya.com/business-category/Hardware%20-%20Manufacturers%20&%20Wholesalers
Ash White Hotel,N/A,0717559030
Azee House,reservations@azeehouse.co.ke,0724029634
Badwagon Hotel,N/A,0759322327
Bagwaji & Patel Sweets,N/A,0715410325
Barakat Hotel,N/A,0722733363
Bavaria Gardens,N/A,0711271537
Benir Tours & Travels,benirtravels@gmail.com,0737902703
Benper Eating House,N/A,N/A
Berbers Oasis Kenya,info@berbersoasis.com,0722853175
Bermuda Hotel,sales@bermudahotelnairobi.com,0710211000
Best Western Plus Meridian Hotel,N/A,0719063000
Best Western Premier Nairobi,N/A,0732292700
Bethsaida Hotel,N/A,0724724074
Bidwood Suites Hotel,reservations@bidwoodsuites.com,0737555999
Blue Hut Hotel,N/A,0737676034
Blue Rooster Hotel,N/A,0746619530
Blue Safari Club Ltd,N/A,N/A
Blue Springs Hotel,bluespringshotelthikard@yahoo.com,0721741010
Bonsai Villa Homestay,N/A,0720204349
Bonus Square Inn,N/A,N/A
Brass Plate,N/A,0714929990
Brighton Hotel,N/A,0733748777
Bubaki Investments Ltd,N/A,N/A
Cafe Parlour,N/A,0723536551
Casa Bella Suites,N/A,0722994999
Cathay Hotel,N/A,N/A
Chinese Restaurant,N/A,0728449990
Chipolota Hotel,N/A,N/A
Cico Locco Cafe,N/A,0750446331
City Lodge Hotel,N/A,0709264000
Citywall Hotel,N/A,0720753744
Clarence House Nairobi,N/A,0725894477
"Clarion Hotel, The",N/A,0721485024
Classic Butchery & Cafe,N/A,0737731264
Cloud Hotel and Suites,N/A,0786404994
Convent International Hotel,N/A,0701951825
Country Lodge,N/A,N/A
Countryhouse Inn,N/A,0738637777
County Park Hotel,N/A,0787993399
County Pride Hotel,N/A,072988117
Covenant Guest House,info@covenant.co.ke,0721815353
Crowne Plaza Hotel & Resorts,N/A,0732166000
Dafam Hotel,N/A,0725963944
Decasa Hotel,decasahotel@gmail.com,0719442653
Deco Gardens,N/A,0721440299
Delta Hotel,info@deltahotel.co.ke,0732411117
Diamond Hotel,N/A,0703453503
Diamond Palace Hotel,N/A,0703117114
Diani Reef Beach Resort & SPA,nrbsales@dianireef.com,0722509998
Diplomat Hotel,diplomathotel85@yahoo.com,0712888822
Dubai Hotel,N/A,0722369324
Dusit D2 Nairobi,N/A,N/A
Eden Gardens Hotel & Restaurant,N/A,0724410285
Eka Hotel,reservations@ekahotel.com,0732105000
Elangata Olerai Luxury Camp Ltd,N/A,0774746710
Elgon Place,N/A,0756890478
Emeli Hotel,reservations@emelihotel.com,0724999120
Emmaccra Hotel,N/A,N/A
Enkare Hotel,N/A,0722391194
Era Eva Restaurant,N/A,0790786543
Eron Hotel & Furnished Apartments,N/A,0726223884
Esperia Hotel,N/A,N/A
Eureka Highrise Hotel,N/A,0726603811
Evening Star Hotel,N/A,N/A
Executive Residency,N/A,0733407100
Fairview Hotel,N/A,0722204429
Fig Tree Hotel Ltd,N/A,N/A
Firstgen Agencies,firstgena@yahoo.com,N/A
Fish Eagle Inn Naivasha,info@fisheagleinn.co.ke,N/A
Four Points by Sheraton,N/A,N/A
Fresh Milk Hotel,N/A,0714502414
Gemaan Hotel,N/A,0727997997
Gigiri Express Hotel,gigiriexpresshotel@gmail.com,0715182687
Gikomba Fast Foods Services,N/A,N/A
"Giraffe Manor Ltd, The",N/A,N/A
Golden Goose Hotel,N/A,0707837774
Golden Ridge Hotel,N/A,0722594187
Golden Tulip,sales1@goldentulipwestlandsnairobi.com,0791166664
Good Hope Hotel,N/A,N/A
Good-Hope Restaurant Ltd,N/A,N/A
Goshen Hotel,N/A,N/A
Governors'' Camp - Musiara Ltd,info@governorscamp.com,0722717529
Gramo Suites,N/A,0703035400
Green Court Hotel,spa@hotelgreencourt.co.ke,0725424488
Gulf Palace Hotel,gulfpalacehotel@yahoo.com,0714071999
Hadassah Hotel,info@hadassahhotel.com,0711444471
Hemak Suites Hotel,reservations@hemaksuites.com,0748618009
Hemingways Nairobi,reservations.nairobi@hemingways.com,0711032204
Hennessis Hotel Ltd,N/A,0701111844
"Heron Hotel, The",N/A,N/A
Highway View Hotel,N/A,0720650500
"Hillpark Hotel, Restaurant & Fitness Centre",reservations@hillparkhotel.com,0735337522
Hilton Garden Inn Hotel,N/A,N/A
Hotel Accra,N/A,0722938054
Hotel Afrique Paradise,N/A,N/A
Hotel Amenities (E A) Ltd,N/A,N/A
Hotel Baron,reservations@hotelbaron.co.ke,0724177000
Hotel Bilmas,N/A,N/A
Hotel Boulevard,N/A,0722200755
Hotel Boulevard Six,N/A,N/A
Hotel Central Park,N/A,0726709543
Hotel City View,N/A,N/A
Hotel County,N/A,N/A
Hotel Emerald,info@thehotelemerald.com,0729418241
Hotel Greton,N/A,N/A
Hotel Intercontinental Nairobi,N/A,N/A
Hotel Jaffers,N/A,0717749198
Hotel Kipepeo,N/A,0710207062
Hotel Laibon,N/A,N/A
Hotel Mariposa,N/A,N/A
Hotel Mercury,hotelmercury2015@gmail.com,0722702759
Hotel Montana and Mall,N/A,0701162595
Hotel Rio,reservations@hotelrio.co.ke,0718437501
"Hotel Riverview,Westlands",N/A,0713542914
"Hotel Royal Orchid Azure, Nairobi",rooms@royalorchidhotels.com,0773035395
Hotel Rudi,info@hotelrudi.com,0713033357
Hotel Salama Annexe,N/A,0726415588
Hotel Southern Blue,info@hotelsouthernblue.co.ke,0724806765
Hotel Terminal,N/A,0714943402
Hotel Topaz,N/A,0711231010
Hotel Troy,reservations@hotel-troy.com,0723149922
Hotel Veecam,N/A,0718771791
Hotel Wadas,N/A,0790511781
Hotel Wagon,N/A,0721324809
Hotel Water Mark,hotel_watermark@yahoo.co.uk,0712792660
House of Waine,reservations@houseofwaine.co.ke,0734699973
Ibis Styles,sales.nairobi.ke@tunehotels.com,0713120539
Impala Hotel,impalahotelkenya@gmail.com,0729149130
Incredible Zanzibar Ltd,reservations@incrediblezanzibar.com,0716959958
Inks Hotel,inkshotel@gmail.com,0703557160
IPIZ restaurant,N/A,0722257977
Iyego Twathia Hotel & Bar,N/A,N/A
Jacaranda Hotel Nairobi,N/A,0711089000
Jackson Hotel,N/A,0729993973
Jambo House,N/A,0710828338
Jei Kei Hotel Ltd,N/A,N/A
Jerry City Hotel,N/A,N/A
Jewel Stone Hotel,manager@jewelstonehotel.co.ke,0718652514
JKIA Regional Hotel,N/A,0725052614
Jomuda Agencies Ltd,N/A,N/A
JoyFred Collegiate Girls Hostel,N/A,N/A
Kahawa Gateway Hotel,N/A,N/A
Kamake Gardens,info@kamake-gardens.com,0713661111
Kamau Family Investments Ltd,N/A,0721999682
Karen Crescent Hotel,info@karencrescent.com,0711281520
Karen Guest House,N/A,N/A
Karen Holiday Homes,jeseholdings@yahoo.com,0718783716
Karen Inn & Suites,N/A,0722854127
Karibu Hotel,N/A,0707364980
Kasarani Sports View Hotel,N/A,N/A
Katrina Hotel,N/A,N/A
Kenevasta Ltd,N/A,0713442131
Kenko Hotel,N/A,N/A


TARGET URL: https://www.yellowpageskenya.com/business-category/Hospitals
Company Name,Email,Mobile
Quality Modern Hospital,qualitymodernltd@gmail.com,0711161164
Siloam Hospital,Infodesk-siloamhospital@gmail.com,0729692010
Nazareth Hospital,info@nazarethhospital.or.ke,0722405166
Bomu Hospital,bomuhospital@mkomani.org,0722574755
Lighthouse for Christ Eye Centre,lighthouse@lighteyecentre.org,0705628389
Acacia Medical Centre Ltd,N/A,0735338035
Afwan Medical Centre,N/A,0723937630
Aga Khan University Hospital,akhn@aku.ac.ke,0722204146
Aga Khan University Hospital Diagnostic Centre,N/A,N/A
Aga Khan University Hospital Ngara Medical Centre,N/A,N/A
Alex Physiotherapy Hospital,N/A,N/A
Al-Rahma Medical Hospital,N/A,0721953043
Anka Hospital,N/A,0711747238
Apollo Hospitals Information Centre,N/A,0719581035
Armed Forces Memorial Hospital,N/A,N/A
Arrow Web Hospital,N/A,0722521005
Asa Hospital,N/A,0775127958
Avenue Healthcare,admin@avenuehealthcare.com,0722854221
Bahati Community Hospital,N/A,0722377007
Barfield Hospital Supplies Ltd,bhbarfield@gmail.com,0722522946
Beleview South Hospital ltd,beleviewsouthhospital@gmail.com,0722250105
Beta Care Hospital Clinic,N/A,0797297869
Beyond Hospital Supplies,beyondhospitalsupplies@gmail.com,0703177580
Bilal Hospital,info@bilalhospitals.com,0722463078
Brain Spine and Rehabilitation Hospital,bsrnairobi@gmail.com,0717958500
Bristol Park Hospital,N/A,0709880001
City Eye Hospital Ltd,N/A,0738777705
Coptic Hospital,industrialclinic@coptichospital.org,0735558862
Dav One Stop Hospital Equipment,N/A,0711979120
Dawa Hospital,dawasafe@gmail.com,0700271754
Dockcare Hospital,drngibuini@gmail.com,0722841588
Dr. Agarwals Eye Hospital,N/A,0798103101
Drive-inn Nursing Hospital,driveinnursiong@gmail.com,0701187873
Edianna Nursing Home,N/A,0775611060
Emarat Hospital,info@emarathospital.com,0780707007
Excelite Hospital,excelitehospital@gmail.com,0703910044
Gardens Specialist Hospital,N/A,0732290259
Gertrude''s Children''s Hospital,N/A,0722898948
Giovanna -E- Sylvia Community Hospital,giovannasylvia@gmail.com,0716375040
Guru Nanak Ramgarhia Sikh Hospital,N/A,0722203884
Healing Tree Eye and Laser Hospital,N/A,0786040878
Healthgate Hospital,drfarah2011@gmail.com,0717441944
Hospital Hill High School,N/A,0728446039
Hospital Hill School,N/A,N/A
Hospital Road Children Dental Clinic,info@hospitalroaddental.co.ke,0724036185
Inder Nursing Home (hospital),N/A,N/A
Inkamax Hospital,N/A,0710655198
Jacaranda Health,N/A,0733580090
Jamaa Home & Maternity Hospital,jamaa@edelvaletrust.org,0722681534
Janice Chorleton Medical & Cancer Hospital,N/A,0714734343
John Lee International Hospital,nyamogoedward@yahoo.com,0721805892
Juja Road Hospital,N/A,0799997755
Kahawa Wendani Hospital,N/A,0711420359
KAPH (Kenya Association Of Private Hospitals),N/A,N/A
"Karen Hospital, The",chief.executive@karenhospital.org,0702222222
Karen Hospital Training College,medical.head@karenhospital.org,0727254222
Kayole Hospital Ltd,N/A,0710365753
Kenya Hospital Christian Fellowship,hcfkenya@yahoo.com,0722815929
Kenyatta National Hospital,knhadmin@knh.or.ke,0722829500
"Kenyatta University Teaching, Referral & Research Hospital",N/A,0714177465
Kilimanjaro Nursing Home Ltd,N/A,N/A
Komarocks mordern hospital,N/A,0721254606
Ladnan Hospital,N/A,0707000730
Langata Hospital,info@langatahospital.org,0724485376
Lily Women Hospital,N/A,0721238136
Lions SightFirst Eye Hospital,N/A,0728970601
Lumboka Memorial Hospital Ltd,info@lumbokahospital.com,0711177440
M P Shah Hospital Social Service League,N/A,0722204427
Madina Hospital,info@madinahospital.co.ke,0721303311
Mama Lucy Kibaki Hospital,N/A,N/A
Maria Immaculata Hospital,immaculatahospital@yahoo.com,0722421098
Mariakani Cottage Hospital,N/A,0722860922
Marina Hospital,N/A,0721717000
Mater Misericordiae Hospital,feedback@materkenya.com,0719073085
Matex Hospital Supplies Ltd,N/A,N/A
Mathari Hospital,N/A,0721336017
Mbagathi District Hospital,mdhnairobi@yahoo.co.uk,0721311808
Medanta Africare Ltd,clinics.mayfair@medantaafricare.com,0732109000
Medicare Hospital,benedictwaudo@yahoo.com,0722750439
Melchizedek Hospital,melchizedek@swiftkenya.com,0720768892
Memorial Hospital,N/A,N/A
Menelik Medical Centre / Hospital,menelik.medical@gmail.com,0722208370
Menorah Hospital,N/A,0100909080
Meridian Equator Hospital,info@meridianequator.com,0722207623
Meridian Medical Centre,N/A,0706474232
Metropolitan Hospital Nairobi,N/A,0748821048
Ministry of Health,N/A,0732353535
Mokoyo Hospital,N/A,0711851905
Mother & Child Hospital Ltd,N/A,0722570363
Nairobi Adventist Hospital,info@nah.or.ke,0706866826
Nairobi East Hospital,info@nairobieasthospital.com,0714211211
Nairobi Hospital,N/A,0722204114
"Nairobi IVF Centre Ltd, The",noreh@africaonline.co.ke,N/A
Nairobi South Hospital,info@nairobisouthhospital.org,0700100086
Nairobi West Hospital Ltd,enquiry@nairobiwesthospital.com,0722200944
"Nairobi Women''s Hospital, The",enquiries@nwch.co.ke,0707678641
National Hospital Insurance Fund,info@nhif.or.ke,N/A
National Spinal Injury Hospital,nsihospital@yahoo.com,0722626641
"Olive Tree Hospital, The",N/A,0722828892
Petville Veterinary Hospital,N/A,0724950976
Pipeline Hospital,N/A,0723349797
Prime Care Hospital,N/A,N/A
Pro-Act Hospital,N/A,0713468075
Pumwani Maternity Hospital,N/A,N/A
Radiant Group of Hospitals Ltd,N/A,0721851276
Royal Gardens Hospital,N/A,0736060827
Ruaraka Uhai Neema Hospital,N/A,0721451397
Rural Private Hospitals Associaton of Kenya,info@ruhpa.co.ke,0794673821
Serene Hospital,info@serenehospital.org,0746460202
Seventh Day Adventist Health Services,N/A,0700354554
Shalby Hospital,N/A,0724747507
Shepherds Hospital,N/A,0779029022
Shree Swaminaran Hospital,info@swaminaranhospital.co.ke,0711500400
Sinai Pharmaceuticals Hospital,N/A,0722600980
South B Hospital,southbhospital@yahoo.com,0722509165
St Francis Community Hospital,N/A,0713969608
St. John''s Hospital,stjohnsh@gmail.com,0723125252
St Jude Hospital,N/A,0713627944
St. Marks Hospital,N/A,0775391425
St Martin Hospital,N/A,0729455041
St Mary’s Mission Hospital High School,N/A,0708735160
St Mary''s Mission Hospital Nairobi,info@smmh.co.ke,0721545640
The Karen Hospital,info@heart2heartfoundation.or.ke,N/A
The Medigold Hospital,medigoldkenya@gmail.com,0716671527
The Wentworth Hospital,N/A,0720721788
The Zambezi Hospital,drgeoffreymutuma@gmail.com,0734801299
Total Hospital Solution Ltd,N/A,0722522959
Umoja Hospital Ltd,N/A,0722747123
University Dental Hospital (School),N/A,N/A
"University of Nairobi, Dental Hospital",N/A,0721220433
"Vladimir, Dr Chtchoukin V.",holisticlivingfarm12@gmail.com,0722328760
"Aga Khan Hospital Mombasa, The",akhm@akhskenya.org,0722205110
Changamwe Hospital,N/A,N/A
Coast Provincial General Hospital,N/A,0722207868
"Makupa Hospital,The",bemehu@yahoo.com,0722207418
Premier Hospital,N/A,0717999000
Swiss Cottage Hospital,accounts@swisscottagehospitalmtwapa.com,0723775828
Mercy Mission Hospital Annex,mercymissionannex@gmail.com,0796560759
Mt Longonot Maternity & Nursing Home Ltd,N/A,0723353332
Pine Breeze Hospital Ltd,N/A,N/A
Rift Valley Provincial General Hospital,N/A,N/A
Valley Hospital Ltd,N/A,0733421893
A C K Mt Kenya Hospital,ackmtkenyahospital@yahoo.com,0722897833
A I C Kijabe Hospital,mktoff.kh@kijabe.net,0712504056
A I C Litein Hospital,N/A,N/A
Afya International Hospital,N/A,0708122144
Ahmadiyya Muslim Hospital Shianda,shianda@gmail.com,0786152005
AIC Cure International Hospital,N/A,0705942334
AIC Kapsowar Hospital,N/A,0757177230
Alfarooq Hospital,alfarooqhospitalmsa@gmail.com,0733800019
Arise Hospital,arisehospital@gmail.com,0798649970
Athi River Community Hospital,athirivercommunityhospital@gmail.com,0720835164
Athi River Medical Services Ltd,athirivermedical@gmail.com,0720882777
Atimiros Memorial Hospital,N/A,0722625530
AVI Mater Care Maternity Hospital,N/A,0708296492
Bahati Hospital Training Institute,bahatihospital@yahoo.com,0703370356
Bakarani Maternity & Nursing Hospital,bakaranihospital@gmail.com,0722829704
Bama Nursing & Maternity Home,bama.hospital@yahoo.com,0722680162
Barnet Memorial Hospital,N/A,N/A
Bayleaf Hospital,N/A,0702249005
Belmo Hospital,N/A,0715097169
Beta Care Hospital Ltd,bettercarehosp@yahoo.com,0728674216
Bethania Holy Mission Hospital,N/A,0733863562
Beyondscope Hospital,info@beyondscopehospita.org,0727220147
Bishop Kioko Catholic Hospital,N/A,N/A
Bishop U Kioko Catholic Hospital,bkiokochospital@yahoo.com,0721179359
Blessed Community Hospital,blessedcommunity978@gmail.com,0728526606
Blue Haven Hospital,hvnbrk@gmail.com,0723990595
Bosongo Hospital,N/A,0742328552
Bungoma District Hospital,N/A,0727592119
Busia County Referral Hospital,busiahospital@gmail.com,0722429821
Care Hospital Nairobi,info@carehospital.co.ke,0715525252
Caretech CTM Hospital,caretechmedical@gmail.com,0720419499
Caritas Community Hospital,N/A,0770943372
"Catholic Hospital, Laisamis",N/A,0721298701
Catholic Hospital Wamba,info@wambahospital.org,0720291811
Cedar Hospital,N/A,0726007594
Central Baptist Hospital,N/A,N/A
Central Memorial Hospital Ltd,N/A,0710480526
Charity Medical Hospital,ruirucharity@yahoo.com,0713719805
Christamarianne Mission Hospital,weisikopauline@yahoo.com,0720266999
Chuka District Hospital,N/A,N/A
Citypoint Group of Hospitals,info@citypointmedical.center.com,0746122830
Clayhill Hospital,clayhillhospital@gmail.com,0703754010
Consolata Cottage Hospital,N/A,N/A
Consolata Hospital Kyeni,kyenihospital@yahoo.com,N/A
Consolata Hospital Nkubu,consolatahospitalnkubu@gmail.com,N/A
Consolata Hospital Nyeri,N/A,0729098324
Cottolengo Mission Hospital,cottolengo.chaaria@gmail.com,0721666024
Daru-Salaam Hospital,darusalaamhospital@gmail.com,0718209245
Diani Beach Hospital Ltd,info@dianibeachhospital.com,0722569261
District Hospital,N/A,N/A
Dr Eldoret Urosurgery Hospital Ltd (EUSH),eldoreturosurgeryhospital@gmail.com,0727222142
Ebeneza Maternity Hospital,N/A,0727809128
Eldoret Hospital Ltd,eldohosp@multitechweb.com,0722231438
"Elgonview Hospital, Eldoret",N/A,0733616557
Embu Children Hospital (TENRI),embuchildrenhospitaltenri@gmail.com,0722891560
Embu Level 5 Hospital,pghembu@gmail.com,0722406595
Embu Provincial General Hospital,N/A,N/A
Fairmont Hospital,fairmonthospital@gmail.com,0714376034
Fatima Maternity Hospital,N/A,0725051064
Friends Lugulu Hospital,N/A,0712126158
Galaxy Hospital,info@galaxymedical.co.ke,0715299949
Galaxy Hospital lsiolo,N/A,0716959569
Ganjoni Hospital,mombasaganjoni@gmail.com,0797088865
Garbatula Sub District Hospital,N/A,N/A
Garissa Children''s Hospital,inaomar786@yahoo.com,0722856567
Garissa County Referral Hospital,garissapgh@yahoo.com,0720705683
Garissa Eye Hospital Ltd,gehopticalservices@gmail.com,0720176860
Gatundu Level 5 Hospital,N/A,0786916894
Getembe Annex Frankston Hospital,getembeannexfrankston@gmail.com,0722690507
Githumu Mission Hospital,N/A,0735807059
Glogoh Hospital,N/A,0700223388
Grace Memorial Hospital,gracememorial12@gmail.com,0734220240
Grams Hospital,gramsheltercareltd@gmail.com,0705570376
Gynocare Womens & Fistula Hospital,gynocarecenter@yahoo.com,0708576330
Halisi Family Hospital,hallo@halisifamily.hospital,0748866586
Hema Hospital,N/A,N/A
Holy Family Hospital Nangina,N/A,N/A
Hope for Widows & Children''s Hospital Ltd,N/A,0729770885
Hope Nursing & Maternity Hospital,N/A,0722812578
Hospital Road Health Services,N/A,0720214725
Imani bridgevall Hospital,bridgevall@gmail.com,0710343008
Imani Hospital,N/A,N/A
Imara Mediplus Hospital- Embu,imaramed@gmail.com,0722353250
Immaculate Heart of Mary Hospital,ihmhosp@yahoo.com,0718570668
IQRA Medical Clinic and Lab Services,N/A,0722918836
Ishiara Sub-District Hospital,N/A,0728134593
Islamic Hospital Garissa Ltd,islamichospital@yahoo.com,0711822833
J.M Kariuki District Hospital,olkhospdis@yahoo.com,0733685480
Jamii Hospital,jamii.hospital@gmail.com,0712275175
Jaramogi Oginga Odinga Teaching & Referral Hospital,medsuptnpgh@yahoo.com,0733888579
JKUAT Hospital,cmo@apd.jkuat.co.ke,0713884128
Jocham Hospital,jochamhospital@yahoo.com,0733710174
Jordan Hospital Ltd,N/A,0712992241
Joy-Ellen Womens Hospital Ltd,joyellenwomens@yahoo.com,0785674404
Juja Mordern Hospital,N/A,0799048242
Jumuia Hospital,kakamega@jumuiahospital.org,0719232337
Kajiado County Referral Hospital,mdsupt@yahoo.com,0758721986
Kakamega Highway Hospital,jacobstefano@gmail.com,0722788166
Kakamega Orthopaedics Hospital,kakamegaorthopaedicscentre@gmail.com,0706970554
Kakuma Mission Hospital,N/A,0728143434
Kalimoni Mission Hospital,kalmh2010@yahoo.com,0718642944
Kangaru Clinic & Maternity Hospital,N/A,0727845439
Kapenguria District Hospital,kapenguriad@yahoo.com,0736182216
Kapkatet Hospital,Kapkatethosp@kenyaweb.com,N/A
Kapsabet District Hospital,medsukapsabetrvp@yahoo.com,0727602559
Kapsowar Mission Hospital,N/A,N/A
Karatina District Hospital,N/A,N/A
Kathiani Hospital,N/A,N/A
Kendu Adventist Hospital,jobwaka@yahoo.com,N/A
Kendu Mission Hospital,N/A,0733635995
Kenol Hospital Ltd,N/A,0722745028
Kenya National Hospital,N/A,N/A
Kenya Tenri Society,N/A,0718918190
Kenya Union of Domestic Hotels Educational Institutions Hospitals & Allied Workers (KUDHEIHA),kudheihaforjustice@gmail.com,0710302970
Kericho District Hospital,N/A,N/A
Kerio Hospital Kabarnet,N/A,0729825030
Kiambu Distrct Hospital,N/A,N/A
Kikoko Mission Hospital,N/A,0734499291
Kilifi County Hospital,kilificountyhospital@yahoo.com,N/A
Kilimani Hospital,nickmatete@kilimanihospital.com,0723845806
Kima Hospital,N/A,0722455028
Kimbimbi Sub District Hospital,N/A,N/A
Kiminini Cottage Hospital,N/A,0723644555
Kimkan Hospital,info@kimkonhospital.org,0727158856
King David Hospital,kingdavidhospital@gmail.com,0791300535
Kipchimchim Mission Hospital,kipchimchimissionhospital@gmail.com,0724692512
Kiriaini Consolata Hospital,N/A,N/A
Kiriaini Mission Hospital,kiriainimhosp@yahoo.com,0723704530
Kirinyaga District Hospital,N/A,N/A
Kisii Teaching & Referral Hospital,kisiihospital@gmail.com,0731507392
Kisumu Specialists Hospital,N/A,0780852454
Kitengela Pona Services Hospital,N/A,0721502644
Kitengela West Hospital Ltd,kitengelawesthospital@gmail.com,0722891232
Kitui District Hospital,N/A,N/A
Kitui Family Care Hospital,kfchospital@gmail.com,0722470132
Kitui Hospital Maternity,N/A,0714217366
Kitui Imaging Centre Hospital,N/A,0786936890
Kobujoi Mission Hospital,anne_communication@catholicsecretariet.org,0727809646
Kwale District Hospital,N/A,N/A
Lenana Hill Hospital,lenanahillhospital@gmail.com,0792489458
Lenmek Hospital,enquiries@lenmekhospital.org,0722460832
Likoni District Hospital,likonihospital@gmail.com,0723910684
Limo House Hospital,N/A,N/A
Limuru Cottage Hospital,info@limurucottagehospital.com,0790414518
Lions Charitable Foundation,N/A,N/A
lnuka Hospital,inukahospital@yahoo.com,0720304800
Londiani District Hospital,londianihospital@gmail.com,0728044429
Machakos General Hospital,N/A,N/A
Magadi Hospital,N/A,N/A
Malindi District Hospital,malindimedicalsupertanted@yahoo.com,0723301092
Maragua District Hospital,maraguadh@yahoo.com,0728336074
Maralal District Hospital,medsuptmaralal.hosp@yahoo.com,0727297761
Marble Hospital Suneka,marblehealthcare2016@gmail.com,0721433334
Marsabit District Hospital,N/A,N/A
Mary Help Of The Sick Mission Hospital,N/A,N/A
Mary Immaculate Hospital,N/A,0721290628
Maseno Hospital (ACK),nicwere@yahoo.com,0725381085
Matata Nursing & Maternity Home,N/A,N/A


TARGET URL: https://www.yellowpageskenya.com/business-category/Homoeopaths
Company Name,Email,Mobile
Brain Dynamics Clinic,narindernairobi@yahoo.com,0722722105
"Collins, Dr Kevin I",N/A,N/A


TARGET URL: https://www.yellowpageskenya.com/business-category/Health%20Business%20Magazine
Company Name,Email,Mobile
Zamara Risk & Insurance Brokers Ltd,risk@zamara.co.ke,N/A
Mega Health Insurance Agencies,info@megahealth-insurance.com,0722755262
Digestive Health & Endoscopy,kairu@digestivehealthltd.com,0722524328
Mega Health Insurance Agencies,info@megahealth-insurance.com,0722755262
Kenya Postel Directories Ltd,info@yellowpageskenya.com,0722206918
Kenya Postel Directories Ltd,info@yellowpageskenya.com,0722206918
Kenya Postel Directories Ltd,info@yellowpageskenya.com,0722206918
Kenya Postel Directories Ltd,info@yellowpageskenya.com,0722206918
Almed Health Products,njoroge461@gmail.com,0728111112
Comboni Missionary Sisters Health Project,N/A,0711183110
Health Science Systems (K) Ltd,N/A,N/A
Health Services,N/A,N/A
House Of Health Products,N/A,0721816040
Incas Health International Ltd,N/A,0750336927
Integrity Health Care Holdings Ltd,N/A,N/A
Int''L Centre For Health Interventi,N/A,N/A
Management Sciences For Health,N/A,N/A
Sky Healthcare Ltd,N/A,0725274374
Stra Tegis Health,N/A,N/A
Endarasha Rural Health Committee,N/A,N/A
Health & Water Foundation,N/A,N/A
Indiana Institute for Global Health (K) Ltd,N/A,N/A
Kabondo Community Health Dev Group,N/A,N/A
Kirogo Health Centre,N/A,N/A
Marigat Health Centre,N/A,N/A
Muthambi Health Centre,N/A,N/A
Samburu Health Centre,N/A,N/A
Simba Health Care Ltd,N/A,N/A
Jacaranda Health,N/A,0733580090
Macmed Healthcare (K) Ltd,info@macmed-eastafrica.com,0722202552
Namedi Herbal Health,N/A,0722744978
Ministry of Public Health & Sanitation Athi River,dphoathiriver@yahoo.com,N/A
360 Health Services,N/A,0718693093
A A R,N/A,0703063000
A & K Global Health,N/A,0734652984
Abercrombie & Kent Global Health (K) Ltd,N/A,0706514359
Accessible Home Health Care,ahcglobal@gmail.com,0722757188
Accord Health Center,N/A,N/A
Africa Institute of Health & Dev,rakti2004@yahoo.com,0721318501
Africa Mental Health Foundation,dmndetei@amhf.or.ke,N/A
African Family Health Center,N/A,0722353777
African Institute For Health & Development,N/A,0727850851
African Population & Health Research Centre,N/A,0720098388
Afromed Health Care Pharmacy,N/A,N/A
Afya Health Care,murags06@yahoo.com,0738195757
Afya Natural Health Cures,annakamush@yahoo.com,0721902613
Aga Khan Health Service Kenya,N/A,N/A
Agile Global Health,N/A,0735830468
AIC Health Ministries,N/A,N/A
AIDS Health Care Foundation Parklands Clinic,N/A,0722164353
Alliance Health Services,josephkiara@yahoo.com,0722769874
Amani Mental Health Programme,N/A,N/A
AMREF Health Africa,info.kenya@amref.org,0722139585
Amurt Health Care Centre,amurtaafrica@yahoo.com,0716693188
Animal Health & Industrial Training Institute (AHITI),ahitikabete@yahoo.com,N/A
Apex Health Services Ltd,N/A,N/A
Arena Ltd,N/A,0733864523
Aromatics Health & Skin Care Clinic,N/A,N/A
Aster Health Care,info.asterhealthcare@gmail.com,0748479899
Avenue Healthcare,admin@avenuehealthcare.com,0722854221
Avo – Health (EPZ) Ltd,N/A,0724520444
Bee Health Propolis (K) Ltd,N/A,N/A
Beta Healthcare International Ltd,N/A,0724257072
Biocare Health SystemLtd,biocarehealthsystems@gmail.com,0722508798
Bliss Health Centre,N/A,0780622572
BMG Health Products,N/A,0722924962
Body By Design Health & Fitness Centre,bodybydesign@njemacourt.com,0724349884
Bridges Organic Health Restaurant,N/A,0713607956
Buruburu Health Centre,N/A,N/A
Cactus Villa Health Clinic,N/A,N/A
Cadila Health Care Ltd,N/A,N/A
Canaan Medical Centre,info@canaanhealthproviders.org,0711702224
Carego International and LiveWell Health Clinics,N/A,N/A
CellPharm Health Care Ltd,sales.cellpharm@gmail.com,0716365855
Centinel Healthcare Ltd,N/A,N/A
Centre for Health Solutions,N/A,0711522220
Ceragem East Africa Ltd,ceragem.nairobi@yahoo.com,0738772974
Chania Foods Sellers of Health Foods,N/A,N/A
Chiropractic & Physiotherapy Health Centre,N/A,0735052653
Christian Health Association of Kenya,secretariat@chak.or.ke,0722203617
City Health Medical Centre,drkaruga@cityhealth.co.ke,0722299425
City Stadium Health Services,N/A,0727024505
Clinocare Health Ltd,info@clinocare.co.ke,0721215001
Clinton Health Access Initiative,N/A,N/A
Columbia Africa Health care Ltd,N/A,0707333666
Community Comm. For Health Development in Africa,N/A,N/A
Consortium for national health research,info@cnhrkenya.org,0733572803
